details,url index
"Ludlow Essential Slim-fit suit jacket in glen plaid stretch four-season wool Item AA350 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. When you need to look sharp through killer presentations, killer (in a different way) commutes and everything else the nine-to-five throws at you, this is your essential move. Cut in stretch four-season wool, it has all the high-quality details you expect from a Ludlow, at a price designed to help you put one (or a few) in your rotation. This suit jacket is crafted in a sharp, wear-everywhere glen plaid with a slim, modern silhouette. Wool/poly/elastane. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Select stores. Item AA350.",7325
"Ludlow Essential Classic-fit suit jacket in herringbone stretch four-season wool Item AA399 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Classic fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. When you need to look sharp through killer presentations, killer (in a different way) commutes and everything else the nine-to-five throws at you, this is your essential move. Cut in stretch four-season wool, it has all the high-quality details you expect from a Ludlow, at a price designed to help you put one (or a few) in your rotation. This suit jacket is crafted in a classic fit designed with the athletic guy in mind. Wool/poly/elastane. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Select stores. Item AA399.",7323
"Ludlow Slim-fit blazer in Italian wool-cashmere Item BH221 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this blazer in refined fabric by Loro Piana, a legendary Italian mill that has been family owned for six generations and is considered one of the best in the world. 93% wool/7% cashmere. Two-button closure. Notch lapel. Nonfunctional buttons at cuffs. Double vent. Fully lined. Dry clean. Import. Select stores. Item BH221.",7327
"top rated Ludlow Slim-fit double-breasted tuxedo jacket in Italian wool Item E5335 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Peak lapel. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this tuxedo jacket in wool from Tollegno 1900 (established 1862 in Biella, Italy), which is one of the country's last mills to still spin its own yarns, a process they've been perfecting for over 150 years. Italian wool. Six-button closure. Nonfunctional buttons at cuffs. Double vent. Bemberg lining. Dry clean. Import. Item E5335.",7329
"Ludlow Slim-fit jacket in Italian Sea Island cotton moleskin Item BK191 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We sourced this soft, luxurious and rare Sea Island cotton moleskin from Duca Visconti di Modrone, an Italian mill known for making highly refined fabrics. Slim fit. 100% cotton. Notch lapel. Two-button closure. Nonfunctional buttons at cuffs. Fully lined. Dry clean. Import. Select stores. Item BK191.",7330
"Ludlow Essential Slim-fit suit jacket in stretch four-season wool Item K5138 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. When you need to look sharp through killer presentations, killer (in a different way) commutes and everything else the 9 to 5 throws at you, this is your essential move. Cut in stretch four-season wool, it has all the high-quality details you expect from a Ludlow, at a price designed to help you put one (or a few) in your rotation. This suit jacket is crafted in a slim, modern silhouette. Wool/poly/Lycra® spandex. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Online only. Item K5138.",7326
"Ludlow Slim-fit double-breasted jacket in Italian wool Item 25893 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Peak lapel. Product Details Timeless, versatile and seriously stylish, the Ludlow will quickly become the foundation of your suiting wardrobe (and the DB isn't just for ship captains anymore—think of it as an instant dose of Italian  sprezzatura  for your closet). This one is crafted in the finest wool from a mill in Italy that's considered to be one of the best in the world. Italian wool. Six-button closure. Nonfunctional buttons at cuffs. Pickstitching along collar, lapel and pockets. Double vent. Bemberg lining. Dry clean. Import. Item 25893.",7328
"Ludlow Slim-fit suit jacket in English cotton-wool Item BH235 Color : Blue Houndstooth All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this suit jacket in cotton-wool from Abraham Moon & Sons, which is renowned as one of the world's finest fabric mills. Established in 1837 in Guiseley, England, it's one of the last in Great Britain to handle everything from dyeing to spinning to finishing all in one place. 53% cotton/47% wool. Two-button closure. Notch lapel. Nonfunctional buttons at cuffs. Unlined. Dry clean. Import. Select stores. Item BH235.",7333
"Ludlow Slim-fit shawl-collar tuxedo jacket in Italian wool Item 50676 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Shawl collar. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. This shawl-collar tuxedo jacket is crafted in a luxuriously finished wool from Tollegno 1900 mill (est. 1862), one of the oldest mills in Italy. This is how James Bond would tell you to wear a tux. Italian wool. One-button closure. Double vent. Bemberg lining. Dry clean. Import. Item 50676.",7331
"Ludlow Slim-fit stretch cotton-linen jacket Item AI367 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We made this jacket in lightweight cotton and linen and gave it some stretch that makes it more comfortable when you're running for the train or just sitting down for a meeting. Cotton/linen/elastane. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Select stores. Item AI367.",7332
"Ludlow Slim-fit suit jacket in English wool herringbone Item BK193 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this suit jacket in fabric from William Halstead (est. 1875), a mill based in Bradford, England, that has been weaving fine wools for nearly 150 years. 100% wool. Two-button closure. Notch lapel. Nonfunctional buttons at cuffs. Fully lined. Dry clean. Import. Select stores. Item BK193.",7335
"Ludlow Slim-fit suit jacket in English mini-herringbone windowpane wool Item AA360 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. This suit jacket is crafted in a wool herringbone fabric from England's Abraham Moon mill, which is considered one of the finest mills in the world. Wool. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Select stores. Item AA360.",7334
"Ludlow Slim-fit suit jacket in Italian cashmere Item 34394 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Narrow lapel. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this suit jacket in cashmere from Vitale Barberis Canonico, a family business established in 1663 in Biella, Italy that's been turning out top-quality fabrics since the Duke of Savoy became its first recorded customer 15 generations ago. Italian cashmere. Two-button closure. Nonfunctional buttons at cuffs. Pickstitching along collar, lapel and pockets. Double vent. Bemberg lining. Dry clean. Import. Item 34394.",7336
"Ludlow Slim-fit suit jacket in Italian stretch four-season wool blend Item J3272 Color : Navy All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Ludlow fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. Cut in a slim, modern silhouette, this suit jacket is crafted in a year-round-weight worsted wool from Tollegno 1900 (est. 1862, making it one of the oldest mills in Italy) and has a bit of stretch that makes it more comfortable when you're running for the train or just sitting down with clients. Worsted wool/elastane. 3"" notch lapel. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Dry clean. Import. Select stores. Item J3272. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",7339
"Ludlow Slim-fit suit jacket in Italian cotton corduroy Item F4253 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. This suit jacket is made from cotton corduroy from the Larusmiani mill in Milan, Italy. The corduroy has a very fine wale (the higher the wale, the finer the cord), which means it's more elegant than an everyday pair. Italian cotton from the Larusmiani mill. 2 1/2"" notch lapel. Pickstitching along lapel. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Lined. Dry clean. Import. Online only. Item F4253.",7337
"Ludlow Slim-fit suit jacket in Italian stretch wool Item BH206 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this suit jacket in fabric from Tollegno 1900 (established 1862 in Biella, Italy), which is one of the country's last mills to still spin its own yarns, a process they've been perfecting for over 150 years. 98% wool/2% elastane. Two-button closure. Notch lapel. Nonfunctional buttons at cuffs. Double vent. Fully lined. Dry clean. Import. Select stores. Item BH206.",7340
"Ludlow Slim-fit suit jacket in Italian stretch chino Item G1107 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Tailored, modern cut with a trim silhouette. Product Details Timeless, versatile and seriously stylish, the Ludlow will quickly become the foundation of your suiting wardrobe—and we've given this jacket an awesome update. Made in cotton chino from Italy's famed Larusmiani mill, it has a bit of stretch, which makes it more comfortable when you're running for the train or just sitting down with clients. It's definitive proof that suiting up doesn't have to feel stuffy. Italian cotton from the Larusmiani mill. 2 1/2"" notch lapel. Pickstitching along collar, lapel and pockets. Two-button closure. Double vent. Nonfunctional buttons at cuffs. Partially lined. Dry clean. Import. Select stores. Item G1107.",7338
