details,url index
"Ruffle bandeau bikini top in Liberty® multi floral Item AB556 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A ruffly bikini top with a flattering halter looks even prettier in this mix of florals from Liberty (the British print house that's been known for its mood-lifting florals since 1875). Cotton. Removable halter and shoulder straps. Back hook. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item AB556.",21924
"best seller Ruched one-shoulder one-piece Item BC108 Color : Lemon Sorbet AUD 118.00 AUD 117.00 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Full-coverage bottom. Low-cut leg. High-rise back. Coverage scale Streamlined, supportive and great for swimming. Product Details We re-imagined every single suit in our swim collection using over 60 percent recycled materials to help keep waste out of oceans and landfills. This one-shoulder take on our best-selling swimsuit is made with a recycled polyester that is crafted from recycled plastic bottles, yarns and fabric scraps. Plus, everything is more flattering with a bit of ruching. Full-coverage bottom. Low-cut leg. High-rise back. Removable padding. 82% recycled nylon/18% elastane. 92% polyester/8% elastane Repreve® lining. Built-in UPF 50 sun protection (recommended by the Skin Cancer Foundation as an effective UV protectant, in addition to SPF). Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item BC108. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Recycled This product is made with at least 30% recycled material, which helps keep waste from entering landfills. Learn More Shop All Re-imagined",21912
"Ruffle bandeau bikini top in mixed stripe Item L1478 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Ruffles and a colorful mix of stripes (our twist on a classic) make this strapless top even sweeter. Polyamide/elastane. Removable halter strap. Back hook. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item L1478.",21925
"Ruffle bandeau one-piece swimsuit in puckered stripe Item K2655 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A flirty one-piece swimsuit finished with ruffles in a preppy puckered fabric that adds the perfect amount of texture. Polyamide/elastane. Ties at neck. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item K2655.",21927
"Ruffle bandeau bikini top in tiny gingham Item H7658 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A ruffly bikini top with a flattering halter looks even more summery in this supercute tiny gingham print. Nylon/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Select stores. Item H7658.",21926
"Ruffle bikini bottom in little blooms Item AU955 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details This bikini bottom features a low rise, slightly less coverage in the back and two feminine details your beach excursion simply cannot do without: ruffles and flowers. Polyamide/elastane. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Online only. Item AU955.",21929
"Ruffle bikini bottom in valley floral Item AY037 Color : Navy All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details This bikini bottom features a low rise, slightly less coverage in the back and two feminine details your beach excursion simply cannot do without: ruffles and flowers. Polyamide/elastane. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AY037.",21930
"Ruffle bandeau one-piece with rickrack Item J1804 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We took a textured piqué fabric—it's got a slightly weightier quality that makes it super-flattering—to create a flirty one-piece swimsuit finished with ruffles. The rickrack trim takes your pool game to off-the-charts cute. Nylon/Lycra® spandex. Ties at neck. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item J1804.",21928
"Ruffle bikini bottom Item BC963 Color : Navy All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details This bikini bottom features a low rise, slightly less coverage in the back and one super feminine detail your beach excursion simply cannot do without: ruffles. Polyamide/elastane. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item BC963.",21931
"Ruffle bikini top in micro meadow print Item AO858 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A fun, flattering bikini top with the prettiest finishing touches: a ruffle neckline and a sweet bow at the front. Bonus points for the colorful floral print. Polyamide/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AO858.",21933
"Ruffle bikini top in matte gingham Item H7649 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A sporty bikini top finished with feminine ruffles (aka the best of both worlds). Even better in our genius new gingham print developed in-house with a clean, matte finish. Nylon/spandex. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Select stores. Item H7649.",21932
"Ruffle cover-up wrap skirt in classic gingham Item J1713 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A ruffled, waterproof cover-up is your new favorite beach accessory—especially in summery suckered gingham. Bonus: We made this one in our comfortable Tactel® fabric. Tactel® nylon/spandex. Tie closure. Self lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item J1713.",21935
"Ruffle deep-V bikini top Item AG742 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A fun, flattering bikini top that's trimmed with ruffles, for the prettiest finishing touch. Polyamide/elastane. Adjustable shoulder straps. Back hook. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand-washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item AG742.",21937
"Ruffle bikini top Item G9419 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Moderate coverage. Product Details A sporty bikini top finished with feminine ruffles (aka the best of both worlds). Even better in our comfortable Tactel® fabric. Polyamide/elastane. Adjustable shoulder straps. Back hook. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Select stores. Item G9419.",21934
"Ruffle french bikini top in electric plaid Item AX987 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We made our classic french top super feminine with the addition of ruffles. Plus, this colorful plaid print is puckered just like seersucker, for bigtime summer vibes. Poly/elastane. Mesh lining. Adjustable shoulder straps. Back hook. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Online only. Item AX987.",21941
"Ruffle deep-V bikini top in Liberty® multi floral Item AB209 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A fun, flattering bikini top with the prettiest finishing touches: a ruffle neckline and mix of floral prints from Liberty (the British print house that's been known for its mood-lifting florals since 1875). Cotton. Adjustable shoulder straps. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item AB209.",21936
"Ruffle deep-V one-piece swimsuit in Liberty® Betsy Ann floral Item AP021 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details The deep-V swimsuit gets two supersweet updates we can't get enough of: ruffles anda pretty pattern from Liberty London (the British print house known for its mood-lifting florals since 1875). Polyamide/elastane. Adjustable shoulder straps. Removable padding. Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AP021.",21938
"Ruffle french bikini top in rainbow seersucker Item AN725 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details One of our top picks for swim season: the classic french bikini top in an all-time favorite rainbow seersucker. Bonus points: the frilly ruffle straps for a playful touch. Nylon/elastane. Adjustable shoulder straps. Back hook. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AN725.",21942
"Ruffle french bikini top in rainbow seersucker Item AU928 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details One of our top picks for swim season: the classic french bikini top in an all-time-favorite rainbow seersucker. Bonus points: the frilly ruffle straps for a playful touch. Nylon/Lycra® spandex. Adjustable shoulder straps. Back hook. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Item AU928.",21943
"Ruffle deep-V one-piece swimsuit Item AG741 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details The deep-V swimsuit gets a suuupersweet update we can't get enough of: all the ruffles! Polyamide/elastane. Adjustable shoulder straps. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand-washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item AG741.",21940
"Ruffle deep-V one-piece swimsuit in Liberty® multi floral Item AB208 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A fun, flattering one-piece with the prettiest finishing touches: a ruffle neckline and mix of floral prints from Liberty (the British print house that's been known for its mood-lifting florals since 1875). Polyamide/elastane. Adjustable shoulder straps. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item AB208.",21939
"Ruffle french bikini top in seersucker Item AN730 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Seersucker, pretty ruffles, circle trim... our designers took a beloved french bikini top and revamped it for what we like to call 'endless summer' vibes. Nylon/spandex. Adjustable shoulder straps. Back hook. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AN730.",21944
"Ruched squareneck one-piece Item BF179 Color : Navy AUD 104.00 AUD 94.00 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Full coverage. Midcut leg. High-rise back. Coverage scale Streamlined, supportive and great for swimming. Product Details We re-imagined every single suit in our swim collection using over 60 percent recycled materials to help keep waste out of oceans and landfills. Featuring our classic squareneck silhouette and a flattering ruched panel in the middle, this suit is crafted from a special fabric that incorporates recycled nylon. Plus, its lining is also made with a recycled polyester. 82% recycled nylon/18% elastane. 92% recycled poly/8% elastane lining. Built-in UPF 50 sun protection (recommended by the Skin Cancer Foundation as an effective UV protectant, in addition to SPF). Removable padding. Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item BF179. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Recycled This product is made with at least 30% recycled material, which helps keep waste from entering landfills. Learn More Shop All Re-imagined",21913
"Ruffle french bikini top Item BC964 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details One of our best-selling swim styles gets a supersweet update we can't get enough of: ruffles. Polyamide/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Item BC964.",21945
"Ruffle hipster bikini bottom in Liberty® Sarah floral Item H7627 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Moderate coverage. Product Details A lower-rise bikini bottom finished with feminine ruffles and a fun vintage pattern from Liberty, the British print house that's been known for its mood-lifting florals since 1875. Polyamide/elastane. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item H7627.",21948
"Ruffle french top in confetti floral Item AO853 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Simple but très chic, a retro-inspired french bikini top never fails. This has a colorful floral print with a ruffle trim that makes it even sweeter. Polyamide/elastane. Adjustable shoulder straps. Back hook. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AO853.",21946
"Ruffle hipster bikini bottom in floral vine block print Item AP016 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Feminine ruffles are here to stay. Case in point: our low-rise bikini bottoms. Pair it with the matching tie-front top for the full-on sunny look. Bonus points for the special fabric that incorporates recycled nylon. Look good, feel good, in other words. Polyamide/elastane. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AP016. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Recycled This product is made with at least 30% recycled material, which helps keep waste from entering landfills. Learn More Shop All Re-imagined",21947
"Ruffle keyhole swimsuit in micro meadow print Item AO857 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our newest one-piece wonder made superpretty with all the right details like ruffle trim along the front and back, keyhole with tie detail and a sunny floral print to really lift your mood. Consider beach day a done deal. Poly/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AO857.",21950
"Ruffle hipster bikini bottom Item G1724 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Moderate coverage. Product Details A lower-rise bikini bottom finished with feminine ruffles. Polyamide/elastane. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item G1724.",21949
"Ruffle one-piece swimsuit in seersucker Item AN732 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Seersucker, pretty ruffles, circle trim... our designers took a beloved one-piece swimsuit and revamped it for what we like to call 'endless summer' vibes. Nylon/spandex. Adjustable shoulder straps. Our classic seersucker in new bodies/trim. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AN732.",21951
"Ruffle scoop-back one-piece in blossom stripe Item AV277 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A feminine take on your favorite sporty swimsuit, this sweet one-piece features a swooping ruffle along the neckline. Polyamide/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Online only. Item AV277.",21956
"Ruffle plunge V-neck one-piece swimsuit Item J4506 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our best-selling V-neck swimsuit (now with a sweet ruffled neckline) is always ready to take the plunge. Nylon/Lycra® spandex. Adjustable shoulder straps. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Select stores. Item J4506.",21953
"Ruffle plunging V-neck one-piece swimsuit in puckered gingham Item L5827 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our classic puckered gingham gets an ultra-flattering update thanks to a deep V-neckline framed by sweet, swim-ready ruffles. Poly/nylon/spandex. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item L5827.",21955
"Ruffle plunging one-piece swimsuit in mixed stripe Item L1455 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A flattering one-piece that never fails to bring the fun, thanks to a winning combination of feminine ruffles and classic stripes. Polyamide/elastane. Ties at neck. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item L1455.",21954
"Ruffle plunge one-piece Item BC107 Color : Bright Cerise All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Moderate-coverage bottom. Midcut leg. Mid-rise back. Coverage scale The Goldilocks of coverage, not too little or too much. Product Details We re-imagined every single suit in our swim collection using over 60 percent recycled materials to help keep waste out of oceans and landfills.This supersweet ruffled version of our deep-V swimsuit is crafted from a special fabric that incorporates recycled nylon. Plus, its lining is made with a recycled polyester that is crafted from recycled plastic bottles, yarns and fabric scraps. Removable padding. 82% recycled nylon/18% elastane. 92% recycled poly/8% elastane lining. Built-in UPF 50 sun protection (recommended by the Skin Cancer Foundation as an effective UV protectant, in addition to SPF). Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Online only. Item BC107. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Recycled This product is made with at least 30% recycled material, which helps keep waste from entering landfills. Learn More Shop All Re-imagined",21952
"Ruffle scoop one-piece swimsuit in Ratti® bahama print Item AI185 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Vintage inspired with a tropical feel, this classic one-piece makes a major statement. Did you check out the low scoop back and playful ruffle trim? So chic. Bonus: this artful floral from Italy's Ratti print house (home to some of the world's most amazing prints since 1945). Polyamide/elastane. Removable padding. Lined. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and the shape of the suit looking newer, longer. Import. Online only. Item AI185.",21957
"Ruffle scoopback one-piece Item BF169 Color : Black AUD 157.00 AUD 79.00 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Full coverage. Low-cut leg. Mid-rise back. Coverage scale Streamlined, supportive and great for swimming. Product Details We re-imagined every single suit in our swim collection using over 60 percent recycled materials to help keep waste out of oceans and landfills. With a swooping rufflle along the neckline, this sweet take on our favorite sporty swimsuit is crafted from a special fabric that incorporates recycled nylon. Full coverage. Low-cut leg. Mid-rise back. 82% recycled nylon/18% elastane. 92% recycled poly/8% elastane lining. Built-in UPF 50 sun protection (recommended by the Skin Cancer Foundation as an effective UV protectant, in addition to SPF). Removable padding. Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item BF169. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Recycled This product is made with at least 30% recycled material, which helps keep waste from entering landfills. Learn More Shop All Re-imagined",21961
"Ruffle scoopback one-piece in storybook floral Item AU988 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details This pretty silhouette and print are both reminiscent of your favorite summer top, which is why we suggest pairing it with shorts for a put-together, to-and-from-the-beach look. Polyamide/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer, longer. Import. Online only. Item AU988.",21958
"Ruffle scoopback one-piece swimsuit in Liberty® Glenjade floral Item AO959 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A feminine take on your favorite sporty swimsuit, this sweet one-piece features a swooping ruffle along the neckline in a pretty print from Liberty London (the British print house known for its mood-lifting florals since 1875). Polyamide/elastane. Removable padding. Our swimsuits are machine washable, but we recommend hand washing, as it helps keep the fabric and shape of the suit looking newer, longer. Import. Select stores. Item AO959.",21959
