details,url index
"Collection limited-edition tulle midi skirt in polka dot Item BP660 Color : Raw Cashew Ivory Dot All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 33"". Falls below knee. Product Details What to wear to weddings, spring holidays and all the other special occasions on your calendar. . .this special midi skirt, featuring a flowy silhouette and a pretty polka-dot print. 100% polyester. Back zip. Lined. Hand wash. Import. Select stores. Item BP660. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",19491
"HATCH X J.Crew No. 2 Pencil® skirt Item AE001 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 0-2, XS/S = HATCH 0; 4-6, S/M = HATCH 1; 8-10, M/L = HATCH 2; 12, L/XL = HATCH 3. Sits at waist. Length: 23"". Falls to knee. Product Details We teamed up with HATCH, the NYC-based brand for mamas-to-be, on a streamlined capsule collection—for work, weekends, wherever—made to fit you (and your bump) through every stage. Our first order of business? Redesigning a few of our best-selling @work pieces for the next nine months, like our No. 2 Pencil skirt in four-season stretch. We kept all the details you love, but added an elastic-back waist and a lower rise in front (to sit just under your belly). Poly/viscose/elastane. Side zip. Lined. Machine wash. Import. Item AE001.",19493
"Tiered midi skirt Item AO828 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 32 1/2"". Falls below knee. Product Details We love paring this floaty tiered skirt with a simple tee for an everyday look that has a little more flair Cotton. Side zip. Lined. Machine wash. Import. Online only. Item AO828. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Organic This item contains at least 30% organic cotton, which is produced without synthetic fertilizers and pesticides, making it better for the planet and the people who farm it. Learn More Shop All Re-imagined",19492
"Collection pull-on skirt in Ratti® Pacific paisley Item BG542 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 36"". Falls below knee. Product Details How to get all dressed up, without the dress: this drawstring skirt featuring patterns from Italy's Ratti print house (home to some of the world's most amazing motifs since 1945) that also pairs back to a sweet tie-shoulder top. Plus, it's made with organic cotton that is grown without chemical fertilizers and pesticides from non genetically modified seeds. Cotton. Elastic waistband. On-seam pockets. Lined. Machine wash. Import. Item BG542.",19494
"Collection side-slit maxi skirt in Ratti® prism floral Item BG543 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 35 3/4"". Falls below knee. Product Details What we're wearing on our next getaway...this airy skirt that's made from cotton voile (so it'll stay cool and comfortable all day). Also vacation-ready: this style's vibrant pattern from Italy's Ratti print house (home to some of the world's most amazing motifs since 1945). Plus, it's made with organic cotton that is grown without chemical fertilizers and pesticides from non genetically modified seeds. Cotton. Elastic waistband. On-seam pockets. Lined. Machine wash. Import. Select stores. Item BG543.",19495
"Featherweight cashmere long flare skirt Item BC483 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 38"". Falls to floor. Product Details We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever—in both quality and style. Case in point: this long, flowy skirt. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia. Cashmere. Elastic waistband. Dry clean. Import. Online only. Item BC483.",19497
"Layered maxi skirt Item BG549 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 35"". Falls below knee. Product Details A skirt that's all about the details...Subtle layering at the bottom gives this style an easy sophistication, while an elastic waistband means you can wear it all day long. It's also crafted from our quality natural ramie, which has all the elegance of silk but feels lighter than air. Ramie. Elastic waistband. On-seam pockets. Lined. Machine wash. Import. Select stores. Item BG549.",19499
"LAUDE the Label Tiered Maxi Skirt Item M7797 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit XS waist: 25"", hip: 47"", length: 39""; S waist: 27"", hip: 49"", length: 39 1/2""; M waist: 29"", hip: 51"", length: 39 1/2"". Product Details Product description provided by our selling partners. Founded and run entirely by women, LAUDE the Label (formerly known as Tribe Alive™) is a sustainable apparel and accessories label that works with female-led artisan co-ops in Honduras, Guatemala, Haiti and India. Our best-selling Tiered Maxi Dress is now available as a skirt. This style is beloved for its luxurious layers of organic cotton and effortless, feminine details. Pair it with the Kendi Bandeau for a head-to-toe look or create a combination all your own. The Tiered Maxi Skirt also features a partially-elastic waistband and tie detail for comfort and adjustability. Cotton. Machine wash. Import. Item M7797. Shipping & Returns",19498
"Linen maxi skirt in eyelet Item BI743 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 34 1/2"". Falls below knee. Product Details A classic skirt with a few special touches...and we're not just talking about the eyelet. Updated with a comfy pull-on waist and practical side pockets, you can consider this style your new go-to for summer holidays, get-togethers and really anything else that comes to mind. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Viscose/linen/poly. Machine wash. Import. Select stores. Item BI743.",19500
"Linen maxi skirt in tossed floral Item BI744 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Falls below knee. Length: 34 1/2"". Product Details A summery skirt with a flair for the romantic, thanks to a maxi length, side slits and an easy pull-on waist that's also flattering. Plus, it's made in breezy linen, which makes it your new best friend on extra-hot days. Linen. Machine wash. Import. Online only. Item BI744.",19501
"Side-slit cotton poplin maxi skirt in white rose dot Item AY926 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits above waist. Length: 38"". Falls below knee. Product Details This cotton poplin skirt has it ..a flattering higher (elastic!) waist, an above-the-knee slit and handy on-seam pockets. Plus, we made a matching smocked cropped top that goes perfectly with it, for the easiest outfit ever. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Elastic waistband. On-seam pockets. Machine wash. Import. Select stores. Item AY926.",19503
"Side-slit cotton poplin maxi skirt in stripe Item AY927 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits above waist. Length: 38"". Falls below knee. Product Details This cotton poplin skirt has it ..a flattering higher (elastic!) waist, an above-the-knee slit and handy on-seam pockets. Plus, we made a matching smocked cropped top that goes perfectly with it, for the easiest outfit ever. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Elastic waistband. On-seam pockets. Machine wash. Import. Select stores. Item AY927.",19502
"Side-slit featherweight satin maxi skirt Item BD520 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 35 3/4"". Falls below knee. Product Details One third of the ideal fall outfit: this flowy maxi skirt that feels as comfy as it looks polished (thanks, elastic waist!). Just add: boots and a slouchy sweater. Plus, this skirt is crafted from recycled materials, like plastic bottles, fabric scraps and old clothes. Poly. Elastic waistband. Machine wash. Import. Item BD520.",19505
"Side-slit maxi skirt in patchwork print Item BI740 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 35 3/4"". Falls below knee. Product Details A few things to love about this skirt: the cool patchwork print, the flowy silhouette that catches every summer breeze, the fact that we made a matching top for the easiest outfit ever...We could go on. Plus, it's made with organic cotton that is grown without chemical fertilizers and pesticides from nongenetically modified seeds. Cotton. Machine wash. Import. Select stores. Item BI740. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Organic This item contains at least 30% organic cotton, which is produced without synthetic fertilizers and pesticides, making it better for the planet and the people who farm it. Learn More Shop All Re-imagined",19507
"Side-slit maxi skirt in eyelet Item AY651 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits above waist. Length: 38"". Falls below knee. Product Details This maxi skirt has it all: a flattering higher (elastic!) waist, an above-the-knee slit and handy on-seam pockets. Plus, we made a matching smocked cropped top that goes perfectly with it, for the easiest outfit ever. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Poly/cotton. Elastic waistband. On-seam pockets. Lined. Dry clean. Import. Online only. Item AY651.",19506
"Tiered chiffon maxi skirt in meadow floral Item BG544 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 39 1/2"". Falls below knee. Product Details A summery skirt with a flair for the romantic, thanks to a three-tiered design and sweet side-tie decoration (because why not?). We're wearing it with tees, bathing suits, or with its matching top for a dressier take on the style. Poly. Elastic waistband. Lined. Machine wash. Import. Select stores. Item BG544.",19509
"Tiered chiffon maxi skirt in starry swirl Item BG545 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 39 1/2"". Falls below knee. Product Details A skirt with a flair for the romantic, thanks to a three-tiered design and sweet side-tie decoration (because why not?). We're wearing it with tees, bathing suits or with its coordinating top for a dressier take on the matching set. Poly. Elastic waistband. Lined. Machine wash. Import. Select stores. Item BG545.",19510
"Tiered maxi skirt in tartan plaid Item H2488 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 43"". Falls to floor. Product Details Nothing says holiday quite like this maxi skirt in tartan plaid, complete with a pretty velvet tie at the waist. Poly/wool. Dry clean. Import. Select stores. Item H2488.",19512
"Tiered maxi skirt in Liberty® Patchwork Dream floral Item AW503 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 41 1/4"". Falls to floor. Product Details How to get all dressed up without the dress... This full-length skirt features eye-catching blooms from Liberty (the British print house known for its mood-lifting florals since 1875), making it extra special. Bonus: this print matches back to a few styles from our kids' collection, for a coordinated look for the whole crew. Cotton. Side zip. On-seam pockets. Lined. Machine wash. Import. Online only. Item AW503.",19511
"new to sale Side-slit soft gauze maxi skirt Item BG548 Color : White AUD 141.00 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 35 3/4"". Falls below knee. Product Details Our favorite flowy skirt is back! Still as comfy as it is polished (hello, elastic waist), we crafted this version in our most breathable gauzy cotton-blend fabric. Whether you wear it with a matching top or a bikini top, this effortless summer style can do it all. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Elastic waistband. Machine wash. Import. Item BG548. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",19508
"Tiered organic cotton maxi skirt in Liberty® Garden of Life print Item BG136 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 39 1/2"". Falls below knee. Product Details A summery skirt with a flair for the romantic, thanks to a three-tiered design and eye-catching blooms from Liberty (the British print house known for its mood-lifting florals since 1875). Plus, it's made with organic cotton that is grown without chemical fertilizers and pesticides from non genetically modified seeds. Cotton. Elastic waistband. Lined. Machine wash. Import. Select stores. Item BG136.",19513
"Side-slit cotton poplin maxi skirt Item AY925 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits above waist. Length: 38"". Falls below knee. Product Details This cotton poplin skirt has it ..a flattering higher (elastic!) waist, an above-the-knee slit and handy on-seam pockets. Plus, we made a matching smocked cropped top that goes perfectly with it, for the easiest outfit ever. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. Cotton. Elastic waistband. On-seam pockets. Machine wash. Import. Online only. Item AY925.",19504
"A-line midi sweater skirt with contrast piping Item J7303 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 30"". Falls below knee. Model is 5'9 wearing a size x-small Product Details Whether at work or on the weekend, our midi sweater skirt with standout contrast piping is always a classic outfit upgrade. Viscose/poly. Elastic waistband. Machine wash. Import. Online only. Item J7303.",19514
"Cashmere tie-waist skirt Item BA912 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 29"". Falls below knee. Product Details We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever—in both quality and style. A new way to wear the soft stuff head-to-toe, this pretty skirt has an classic flare silhouette and an easy tie waist. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia. Cashmere. Elastic waistband with drawstring. Hand wash. Import. Select stores. Item BA912. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",19516
"Collection midi skirt in ikat Item F2350 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. 29"" long. Falls below knee. Product Details When in doubt, wear ikat. This silk-cotton pencil skirt features pockets and a streamlined silhouette for a superflattering fit. Silk/cotton. Back zip. On-seam pockets. Lined. Dry clean. Import. Select stores. Item F2350.",19520
"best seller Button-front cotton eyelet pencil skirt Item BP656 Color : Festival Pink All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 29"". Falls below knee. Product Details Signs of spring: dainty eyelet details and delicate buttons, as seen on this sweet cotton skirt. This skirt features a high rise and a below-the-knee length for a sleek and flattering silhouette. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. 100% cotton. Back zip. Lined. Machine wash. Import. Select stores. Item BP656.",19515
"Collection A-line skirt in champagne leather Item BG166 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 28"". Falls below knee. Product Details Introducing the Work ReMix. A capsule of comfy, polished pieces that are as versatile as whatever your version of ""going to the office"" is these days. This luxe, champagne-colored skirt is crafted in leather from India's Intex Mill and comes in an easy matching blazer set. Leather. Back zip. Lined. Dry clean. Import. Select stores. Item BG166. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",19517
"Collection limited-edition sequin Gwyneth slip skirt Item BP661 Color : Light Khaki All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 30 1/2"". Falls below knee. Product Details The beloved '90s style is back, and more versatile than ever. Ours features allover gold sequins, plus an easy elastic waistband, and it hits slightly below the knee for a modern look. 100% polyester. Elastic waistband. Lined. Dry clean. Import. Online only. Item BP661.",19519
"Collection ruffle wrap skirt in taffeta Item H4004 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 32 1/4"". Falls below knee. Product Details The ultimate wrap skirt...This feminine silhouette makes the perfect statement for any occasion (though we particularly love it for holiday parties). Poly. Machine wash. Import. Online only. Item H4004.",19521
"Collection tie-waist button-front skirt in Italian wool Item G8661 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. 31"" long.Falls below knee. Product Details This lightweight Italian wool skirt in bright begonia adds the perfect pop to any outfit. Wool. Dry clean. Import. Select stores. Item G8661.",19522
"Collection fluted skirt in Italian satin Item F6987 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits above waist. 28"" long. Falls below knee. Product Details Our designers draped this feminine skirt in-house for the perfect proportions and flounce. Crafted in Italian duchesse satin (which perfectly tailors to the body), it also features pockets for a dressy-meets-practical effect. Peek inside and you'll find what we like to call ""interior design,"" or those special hidden details we don't have to obsess over, but do. Think tonal inner lining and hem tape that reinforces the silhouette's structure. Poly. Back zip. Lined. Dry clean. Import. Select stores. Item F6987.",19518
"Cotton skirt in Liberty® Betsy Ann floral Item H4621 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 28 1/2"". Falls below knee. Model is 5'11 wearing a size 2 Product Details This skirt's pretty much perfect for anything: weekends, vacation, summer Fridays... It features a pattern from Liberty Art Fabrics (the British print house that's been known for its mood-lifting florals since 1875), plus a flattering silhouette and an easy elastic waist. Cotton. Machine wash. Import. Select stores. Item H4621.",19524
"Dark rinse denim pencil skirt Item AJ982 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 27"". Falls below knee. Product Details A superdark wash and simple silhouette makes this midi skirt just about the sleekest denim piece in your wardrobe. Cotton/elastane. Zip fly. Traditional 5-pocket styling. Machine wash. Import. Item AJ982. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Organic This item contains at least 30% organic cotton, which is produced without synthetic fertilizers and pesticides, making it better for the planet and the people who farm it. Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",19526
"Cotton pleat-front skirt in paisley print Item J2004 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: front: 22 1/4"", back: 26 1/4"". Falls below knee. Product Details For every summer event that requires a lighweight no-fuss outfit, our colorful cotton skirt has your back. Plus, tiny tucks around the waist and a high-low hem make this piece look both polished  and  flowy. Cotton. Machine wash. Import. Item J2004.",19523
"Drapey midi skirt Item AP460 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 31 1/2"". Falls below knee. Product Details A simple skirt that adds a bit of flare to any look, this style is a closet staple for sure. With functional buttons at the side and a midi silhouette, it's one you'll be reaching for again and again. Poly. Back zip. Lined. Machine wash. Import. Online only. Item AP460.",19529
"Double-serge wool skirt Item G8456 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. 27 1/2"" long. Falls below knee. Product Details Crafted in double-serge wool (a customer favorite since 2006, thanks to its more structured, polished feel), this skirt has a subtle A-line shape and belt for a flattering fit. Wool. Back zip. Lined. Dry clean. Import. Online only. Item G8456.",19527
"Drapey cupro flared slip skirt in speckled animal print Item BK725 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Sits at waist. Length: 33 1/2"". Falls below knee. Product Details The beloved '90s style is back, and it's more versatile than ever. This sleek addition to our slip-skirt collection features a slightly longer, slimmer fit with a breezy flare at the end. Plus, this skirt was crafted from cupro, which is just as smooth as—and way more durable than—silk, machine washable and made from recycled cotton linter at a zero-waste facility. 60% cupro/40% viscose. Elastic waistband. Machine wash. Import. Select stores. Item BK725. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",19528
