details,url index
"Rugged merino wool bird's-eye half-zip sweater Item BA299 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We blended soft, naturally breathable merino wool with hardy nylon for a sweater that's as soft and comfortable as it is durable. This one features the classic bird's-eye stitch (which looks like, you guessed it, a bird's eye). Merino wool/nylon. Half zip. Dry clean. Import. Online only. Item BA299. Our Fabrics, Re-imagined Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",9750
"Rugged merino wool birdseye half-zip sweater Item AT909 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We use a soft, naturally breathable merino wool blend to craft sweaters that are as soft and comfortable as they are durable. This one is designed with a birdseye pattern, in a versatile half-zip style with rib trim at the cuffs and waist. Merino wool/nylon. Half zip. Dry clean. Import. Select stores. Item AT909.",9751
"Rugged merino wool half-zip sweater Item BA305 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We blended soft, naturally breathable merino wool with hardy nylon for a sweater that's as soft and comfortable as it is durable. Merino wool/nylon. Half zip. Dry clean. Import. Item BA305. Our Fabrics, Re-imagined Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",9754
"Double-knit half-zip pullover in print Item BB968 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, the double-layer fabric of this henley traps heat, making it ideal for layering. In fact, this fabric was worn by the first Everest expedition to reach the summit. Cotton. Long sleeves. Rib trim at cuffs. Machine wash. Import. Item BB968.",9757
"Cashmere waffle hooded sweater Item BC475 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details When it comes to quality and color, no one does cashmere quite like we do. Our best-selling and crazy-soft sweaters are the result of over 30 years of expertise, obsessing over fit, durability and handfeel. The result? They're soft and warm, while still being lightweight, which means they're the perfect layer to wear all year round.  We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia. Cashmere. Hooded. Hand wash. Import. Select stores. Item BC475. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9755
"Rugged merino wool-blend Fair Isle half-zip sweater Item AT563 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We use a soft, naturally breathable merino wool blend to craft sweaters that are as soft and comfortable as they are durable. This crewneck has an eye-catching Fair Isle pattern (named after one of the Shetland Islands). Merino wool/nylon. Half zip. Dry clean. Import. Online only. Item AT563.",9752
"Double-knit half-zip pullover Item BB830 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, this double-layer fabric traps heat, making it ideal for layering (and lounging around the house). Fun fact: This fabric was worn by the first Everest expedition to reach the summit. Cotton. Long sleeves. Rib trim at cuffs. Machine wash. Import. Item BB830.",9758
"Long-sleeve cotton-cashmere T-shirt in stripe Item BB587 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We blended sturdy cotton and supersoft cashmere to create a more refined version of your favorite tee. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia. Cotton/cashmere. Long sleeves. Rib trim at cuffs. Machine wash. Import. Select stores. Item BB587.",9756
"Rugged merino wool-blend half-zip sweater in moss stitch Item AT857 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We use a soft, naturally breathable merino wool blend to craft sweaters that are as soft and comfortable as they are durable. This one is knit in a traditional moss stitch for texture. Merino wool/polyamide. Half zip. Dry clean. Import. Online only. Item AT857.",9753
"Double-knit pullover hoodie in stripe Item AU087 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, this double-layer fabric traps heat, making it ideal for layering. In fact, this fabric was worn by the first Everest expedition to reach the summit. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Item AU087.",9760
"Double-knit half-zip pullover Item BB831 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, this double-layer fabric traps heat, making it ideal for layering (and lounging around the house). Fun fact: This fabric was worn by the first Everest expedition to reach the summit. Cotton. Long sleeves. Rib trim at cuffs. Machine wash. Import. Item BB831.",9759
"Double-knit pullover hoodie Item AT556 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, this double-layer fabric traps heat, making it ideal for layering. In fact, this fabric was worn by the first Everest expedition to reach the summit. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Item AT556.",9762
"6.5"" lightweight french terry dock short Item BE462 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Meet the perfect lightweight sweatshort. This supersoft short is made of french terry (you know it by the loops inside) knit with slub cotton for subtle texture. It's light, comfortable and washed for a gentle fade to feel like an old favorite right from the first wear. You'll want to keep wearing this even when long summer days are a distant memory. Cotton. Slant pockets. Machine wash. Import. Select stores. Item BE462.",9763
"French terry crewneck sweatshirt Item H0684 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details The perfect sweatshirt, with a traditional athletic cut (not too bulky, not too tight) and made from french terry. Considered the finest variation of terry cloth, french terry is knitted from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Cotton. Machine wash. Import. Item H0684.",9766
"French terry chino sweatpant Item BA086 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit 30"" inseam. Product Details We used our super-popular french terry fabric (you know it by the loops inside) to knit these impossibly comfortable pants. These are not your typical sweats, however, as we modeled them after chinos so they're better suited to appearing in public. In fact, you might be the only one who knows they're made of french terry. Cotton. Zip fly. Slant pockets. Machine wash. Import. Item BA086.",9764
"Double-knit pullover hoodie Item AT097 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Originally developed in the early 1900s, this double-layer fabric traps heat, making it ideal for layering. In fact, this fabric was worn by the first Everest expedition to reach the summit. Cotton. Contrast interior. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Item AT097.",9761
"French terry hoodie in colorblock Item AZ276 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A great hoodie is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. If you've been looking for the perfect hoodie, your search is over. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Our designers were inspired by vintage style (athletes and workers have been wearing hoodies for the better part of a century) and included details like ribbed side panels that are true to the original. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Select stores. Item AZ276. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9767
"French terry crewneck sweatshirt in splatter pattern Item AZ277 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details The perfect sweatshirt, with a traditional athletic cut (not too bulky, not too tight) and made from french terry. Considered the finest variation of terry cloth, french terry is knitted from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. We made this one with a special splatter treatment so it looks like a well-worn favorite right from the get-go. Cotton. Long sleeves. Rib trim at collar, cuffs and hem. Machine wash. Import. Select stores. Item AZ277. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9765
"French terry rugby sweatshirt Item AZ975 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our designers revamped the classic sweatshirt in rugby-shirt form. A great sweatshirt is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Because this sweatshirt is garment-dyed, it has a perfectly imperfect color that will softly fade over time. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Item AZ975. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9770
"French terry jogger sweatpant in colorblock Item AZ887 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We used our superpopular french terry fabric (you know it by the loops inside—and from our customer-favorite hoodies) to knit these impossibly comfortable sweatpants. With an elastic drawstring waist and a not-too-slim, not-too-baggy fit, you may find yourself wearing these every day. Cotton. Machine wash. Import. Select stores. Item AZ887. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9768
"French terry rugby sweatshirt Item AZ394 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our designers revamped the classic sweatshirt in rugby shirt form. A great sweatshirt is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Cotton. Long sleeves. Rib trim at collar, cuffs and hem. Kangaroo pocket. Machine wash. Import. Select stores. Item AZ394. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9769
"French terry rugby sweatshirt Item AZ977 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our designers revamped the classic sweatshirt in rugby shirt form. A great sweatshirt is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Select stores. Item AZ977. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9772
"French terry rugby sweatshirt Item AZ976 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Our designers revamped the classic sweatshirt in rugby-shirt form. A great sweatshirt is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Because this sweatshirt is garment-dyed, it has a perfectly imperfect color that will softly fade over time. Cotton. Long sleeves. Rib trim at waist. Kangaroo pocket. Machine wash. Import. Select stores. Item AZ976. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9771
"Lightweight french terry short-sleeve sweatshirt Item BH201 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Meet the perfect lightweight sweatshirt. This supersoft sweatshirt is made of french terry (you know it by the loops inside) knit with slub cotton for subtle texture. It's light, comfortable and washed for a gentle fade to feel like an old favorite right from the first wear. You'll want to keep wearing this even when long summer days are a distant memory. Cotton. Short sleeves. Machine wash. Import. Select stores. Item BH201.",9779
"Lightweight french terry pocket crewneck Item BH199 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Meet the perfect warm-weather sweatshirt. This supersoft crewneck is made of french terry (you know it by the loops inside) knit with slub cotton for subtle texture. It's lightweight, comfortable and washed for a gentle fade to feel like an old favorite right from the first wear. You'll want to keep wearing this even when long summer days are a distant memory. Cotton. Long sleeves. Chest pocket. Machine wash. Import. Select stores. Item BH199.",9778
"Lightweight french terry full-zip hoodie Item BE461 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Meet the perfect lightweight sweatshirt. This supersoft hoodie is made of french terry (you know it by the loops inside), which is considered the finest form of terry. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Cotton. Long sleeves. Rib trim at neck, cuffs and hem. Kangaroo pocket. Machine wash. Import. Select stores. Item BE461.",9776
"Lightweight french terry hoodie Item BN437 Color : Hthr Chrome All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A great sweatshirt is your constant companion. We made this one in a lighter-weight french terry (a finer variation of terry cloth, knit from two separate yarns - one that stays taut, and another left slack, creating the fabric's signature loose loops, called ""piles,"" on the inside of the sweatshirt.) Inspired by varsity-issue sweats, the hood is inset into the crewneck for a vintage feel. 100% cotton. Long sleeves. Kangaroo pocket. Rib trim at cuffs and waist. Machine wash. Import. Online only. Item BN437.",9777
"Garment-dyed french terry crewneck sweatshirt Item AD306 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details The perfect sweatshirt, with a traditional athletic cut (not too bulky, not too tight) and made from french terry. Considered the finest variation of terry cloth, french terry is knitted from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Because this sweatshirt is garment-dyed, it will have a perfectly imperfect color and will softly fade over time. Cotton. Long sleeves. Rib trim at neck, cuffs and hem. Machine wash. Import. Item AD306.",9773
"best seller Lightweight french terry sweatshirt Item BN436 Color : Canvas All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A great sweatshirt is your constant companion. We made this one in a lighter-weight french terry (a finer variation of terry cloth, knit from two separate yarns - one that stays taut, and another left slack, creating the fabric's signature loose loops, called ""piles,"" on the inside of the sweatshirt.) 100% cotton. Rib trim at neck, cuffs and hem. Long sleeves. Machine wash. Import. Select stores. Item BN436.",9780
"Slim french terry jogger sweatpant in splatter pattern Item AZ278 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Slim fit. Product Details We used our superpopular french terry fabric (you know it by the loops inside—and from our customer-favorite hoodies) to knit these impossibly comfortable sweatpants. With an elastic drawstring waist and a not-too-slim, not-too-baggy fit, you may find yourself wearing these every day. We made this pair with a special splatter treatment so it looks like a well-worn favorite right from the get-go. Cotton. Rib trim at waist. Machine wash. Import. Select stores. Item AZ278. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9782
"Relaxed french terry sweatpant Item BB802 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit For the best fit, we recommend ordering one size down from your usual size. Product Details Our customer-favorite french terry sweatpants, now in a more relaxed fit with elastic cuffs. French terry is knitted from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Think of these as a more grown-up (and still comfortable) version of the team-issue sweats you had years ago. Cotton. Slant pockets. Machine wash. Import. Item BB802.",9781
"Garment-dyed waffle-lined french terry hoodie Item BB799 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details A great hoodie is your constant companion for off-duty days, travel, happy hour and wearing under a denim jacket or blazer. If you've been looking for the perfect hoodie, your search is over. French terry is the finest variation of terry cloth, and is knit from two separate yarns—one that stays taut, and another that creates the loose loops, called ""piles,"" on the back of the fabric. Because this hoodie is garment-dyed, it has a perfectly imperfect color that will softly fade over time. Our designers were inspired by vintage style (athletes and workers have been wearing hoodies for the better part of a century) and included details like ribbed side panels that are true to the original. We made this version with a traditional thermal waffle lining for extra warmth. Cotton. Machine wash. Due to the saturated color of this garment, we recommend washing separately and wearing with similar or darker shades, as color transfer may occur on lighter garments. Import. Select stores. Item BB799.",9775
"Heritage 14 oz. fleece NYC graphic hoodie Item BN415 Color : Porter Blue Nyc Beaver  All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We had a goal when we set out to make this hoodie: Create a sweatshirt that can stand up to daily wear and tear, look great with everything and feel just like an old favorite right from the start. Cut on the cross grain (an old-school method that prevents shrinkage), this 14-ounce cotton-polyester fleece is heavy enough to keep you warm but light enough that you can practically wear it all year-round. The interior is brushed for softness, and the richly dyed colors will only look better the more you wear them. All in all, this isn't just a new layer—it's your new best friend. We made this exclusive NYC-inspired graphic to celebrate J.Crew's heritage. 84% cotton/16% polyester. Long sleeves. Kangaroo pocket. Rib trim at cuffs and waist. Machine wash. Import. Select stores. Item BN415. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9788
"top rated Heritage 14 oz. fleece embroidered oarsman graphic sweatshirt Item BL145 Color : White Indigo Oarsman Gr All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We had a goal when we set out to make this crewneck: Create a sweatshirt that can stand up to daily wear and tear, looks great with everything and feels just like an old favorite right from the start. Cut on the cross grain (an old-school method that prevents shrinkage), this 14-ounce cotton-polyester fleece is heavy enough to keep you warm but light enough that you can practically wear it all year-round. The interior is brushed for softness, and the richly dyed colors will only look better the more you wear them. All in all, this isn't just a new layer—it's your new best friend. 84% cotton/16% polyester. Long sleeves. Rib trim at neck, cuffs and hem. Machine wash. Import. Item BL145. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9786
"Heritage 14 oz. fleece embroidered monogram graphic sweatshirt Item BN416 Color : Pale Banana Jc Monogram All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We had a goal when we set out to make this crewneck: Create a sweatshirt that can stand up to daily wear and tear, look great with everything and feel just like an old favorite right from the start. Cut on the cross grain (an old-school method that prevents shrinkage), this 14-ounce cotton-polyester fleece is heavy enough to keep you warm but light enough that you can practically wear it all year-round. The interior is brushed for softness, and the richly dyed colors will only look better the more you wear them. All in all, this isn't just a new layer - it's your new best friend. We made this exclusive graphic to celebrate J.Crew's heritage. 84% cotton/16% polyester. Long sleeves. Rib trim at cuffs and waist. Machine wash. Import. Select stores. Item BN416. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9784
"Heritage 14 oz. fleece retriever graphic hoodie Item BL631 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We had a goal when we set out to make this hoodie: Create a sweatshirt that can stand up to daily wear and tear, looks great with everything and feels just like an old favorite right from the start. Cut on the cross grain (an old-school method that prevents shrinkage), this 14-ounce cotton-polyester fleece is heavy enough to keep you warm but light enough that you can practically wear it all year-round. The interior is brushed for softness, and the richly dyed colors will only look better the more you wear them. All in all, this isn't just a new layer—it's your new best friend. We made this exclusive collegiate-canine graphic to celebrate J.Crew's heritage. 84% cotton/16% polyester. Long sleeves. Rib trim at cuffs. Kangaroo pocket. Machine wash. Import. Item BL631. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9789
"Heritage 14 oz. fleece embroidered oarsman dog sweatshirt Item BL146 Color : Ultra Dog Oarsman Embr All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details We had a goal when we set out to make this crewneck: Create a sweatshirt that can stand up to daily wear and tear, looks great with everything and feels just like an old favorite right from the start. Cut on the cross grain (an old-school method that prevents shrinkage), this 14-ounce cotton-polyester fleece is heavy enough to keep you warm but light enough that you can practically wear it all year-round. The interior is brushed for softness, and the richly dyed colors will only look better the more you wear them. All in all, this isn't just a new layer—it's your new best friend. 84% cotton/16% polyester. Long sleeves. Rib trim at neck, cuffs and hem. Machine wash. Import. Online only. Item BL146. Our Fabrics, Re-imagined Re-imagined This style contains at least 30% of a Re-imagined fabric, which contributes to our goal of sustainably sourcing 100% of our key fibers by 2025. Learn More Shop All Re-imagined",9785
