details,url index
"Tall Sydney wide-leg pant in bi-stretch cotton Item BF406 Color : Ivory All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Slim through the hip and thigh, with a cropped, slightly wide leg. Front rise: 11 1/4""; 29 1/2"" inseam; 23"" leg opening (based on a size 6). Product Details Say hello to the cool office pants you never knew you needed. A wide-leg, cropped silhouette and front button detailing give this pair a trendy twist, stylish enough for many an after-hour wear. Made with comfy bi-stretch cotton, you can also rest assured knowing they feel as good as they look. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. High rise. Slim through the hip and thigh, with a cropped, slightly wide leg. Front rise: 11""; 26 1/2"" inseam; 23"" leg opening (based on a size 6). For heights 5'4"" and below, try our petite inseam; for 5'9""-6', choose tall. 52% cotton/41% viscose/7% elastane. Zip fly. Pockets. Machine wash. Import. Item BF406.",10
"Petite Sydney wide-leg pant in bi-stretch cotton Item BF405 Color : Ivory AUD 98.00 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Slim through the hip and thigh, with a cropped, slightly wide leg. Front rise: 10 3/4""; 24 1/2"" inseam; 23"" leg opening (based on a size 8). Product Details Say hello to the cool office pants you never knew you needed. A wide-leg, cropped silhouette and front button detailing give this pair a trendy twist, stylish enough for many an after-hour wear. Made with comfy bi-stretch cotton, you can also rest assured knowing they feel as good as they look. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. High rise. Slim through the hip and thigh, with a cropped, slightly wide leg. Front rise: 11""; 26 1/2"" inseam; 23"" leg opening (based on a size 6). For heights 5'4"" and below, try our petite inseam; for 5'9""-6', choose tall. 52% cotton/41% viscose/7% elastane. Zip fly. Pockets. Machine wash. Import. Item BF405.",9
"Petite Kate straight-leg pant in four-season stretch Item BK252 Color : Hthr Saddle All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Easy through the hip and thigh, with a straight leg. Front rise: 10 7/8""; 26"" inseam; 15 3/4"" leg opening (based on a size 8). Product Details A wear-to-work wonder, the Kate pant is sleek, flattering and goes-with-everything. It features a streamlined, straight-leg silhouette and Perfecting Pockets™. Plus, we crafted it in our customer-favorite four-season stretch that never loses its shape, and is guaranteed to keep you comfortable in every meeting, no matter how long. 64% polyester/31% viscose/5% elastane. Zip fly. Pockets. Unlined. Machine wash. Import. Item BK252.",15
"Tall Kate straight-leg pant in four-season stretch Item BK253 Color : Hthr Saddle All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Easy through the hip and thigh, with a straight leg. Front rise: 11 3/8""; 31"" inseam; 15 3/4"" leg opening (based on a size 6). Product Details A wear-to-work wonder, the Kate pant is sleek, flattering and goes-with-everything. It features a streamlined, straight-leg silhouette and Perfecting Pockets™. Plus, we crafted it in our customer-favorite four-season stretch that never loses its shape, and is guaranteed to keep you comfortable in every meeting, no matter how long. 64% polyester/31% viscose/5% elastane. Zip fly. Pockets. Unlined. Machine wash. Import. Item BK253.",16
"Tall skinny flare jean in Norgate wash Item BN110 Color : Norgate Wash All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Fitted through the hip and thigh, with a full-length, flared leg. Front rise: 10 3/4""; 36"" inseam; 19 1/2"" leg opening (based on a size 25). Product Details Introducing a new denim silhouette, with a slim fit through the hips and thighs and a gently flared leg. This '70s-inspired style is made of premium stretch-denim fabric from renowned Turkish mill Orta Anadolu that's designed to stay comfy - without losing its shape - all day long. 73% cotton/24% recycled polyester/3% elastane. Zip fly. Traditional 5-pocket styling. Machine wash. Import. Select stores. Item BN110. How stretchy are these jeans? Stretchiest. Denim. Ever. Our Fabrics, Re-imagined Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",21
"Petite skinny flare jean in Norgate wash Item BN110 Color : Norgate Wash All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Fitted through the hip and thigh, with a full-length, flared leg. Front rise: 10 1/2""; 30"" inseam; 19 1/2"" leg opening (based on a size 25). Product Details Introducing a new denim silhouette, with a slim fit through the hips and thighs and a gently flared leg. This '70s-inspired style is made of premium stretch-denim fabric from renowned Turkish mill Orta Anadolu that's designed to stay comfy - without losing its shape - all day long. 73% cotton/24% recycled polyester/3% elastane. Zip fly. Traditional 5-pocket styling. Machine wash. Import. Select stores. Item BN110. How stretchy are these jeans? Stretchiest. Denim. Ever. Our Fabrics, Re-imagined Fair Trade Certified™ This item was crafted in a Fair Trade Certified™ facility. Learn More Shop All Re-imagined",20
,11
,14
,17
"Tall Sydney wide-leg pant in four-season stretch Item BN851 Color : Hthr Graphite All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Front rise: 11""; 26 1/2"" inseam; 23"" leg opening (based on a size 6). Product Details Your new work pants are calling. With a wide-leg, cropped silhouette and high rise, they're perfect for in-office and out-to-drinks plans. Bonus: They're made with comfy four-season stretch fabric, so you can also rest assured knowing they feel as good as they look. 64% polyester/31% viscose/5% elastane. Zip fly. Pockets. Dry clean. Import. Item BN851.",25
,13
"Tall wide-leg pant in Italian ponte Item BP437 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Slim through the hip and thigh, with a full-length, wide leg. Front rise: 10 1/2""; 31"" inseam; 19 3/4"" leg opening (based on a size 6). Product Details Refresh your office-outfit rotation with this wide-leg pant style, with a slightly cropped fit and pockets for your convenience. Plus, it's crafted in Italian ponte, a luxe knit we sourced from Lanificio Mario Bellucci for its perfect mix of softness and structure. 75% viscose/21% polyamide/4% elastane. Zip fly. Pockets. Machine wash. Import. Online only. Item BP437.",27
,19
,18
"Petite demi-boot pant in Italian ponte Item BP589 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Fitted through the hip and thigh, with a full-length, kicked leg. Front rise: 9 7/8""; 24"" inseam; 16 3/4"" leg opening (based on a size 6). Product Details Refresh your office-outfit rotation with this fit-and-flare pant style, which is as versatile as whatever your version of ""going to the office"" is these days. Plus, it's crafted in Italian ponte, a luxe knit we sourced from Lanificio Mario Bellucci for its perfect mix of softness and structure. 75% viscose/21% polyamide/4% elastane. Zip fly. Pockets. Machine wash. Import. Item BP589.",29
"Petite wide-leg pant in Italian ponte Item BP438 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Slim through the hip and thigh, with a full-length, wide leg. Front rise: 10""; 26"" inseam; 19 3/4"" leg opening (based on a size 8). Product Details Refresh your office-outfit rotation with this wide-leg pant style, with a slightly cropped fit and pockets for your convenience. Plus, it's crafted in Italian ponte, a luxe knit we sourced from Lanificio Mario Bellucci for its perfect mix of softness and structure. 75% viscose/21% polyamide/4% elastane. Zip fly. Pockets. Machine wash. Import. Online only. Item BP438.",28
"Petite Sydney wide-leg pant in four-season stretch Item BN852 Color : Hthr Graphite All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Front rise: 11""; 26 1/2"" inseam; 23"" leg opening (based on a size 6). Product Details Your new work pants are calling. With a wide-leg, cropped silhouette and high rise, they're perfect for in-office and out-to-drinks plans. Bonus: They're made with comfy four-season stretch fabric, so you can also rest assured knowing they feel as good as they look. 64% polyester/31% viscose/5% elastane. Zip fly. Pockets. Dry clean. Import. Item BN852.",26
"Vintage J.Crew '90s unisex cotton Rollneck™ sweater Item BU466 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit For the best fit, refer to the measurements on each sweater's image; the size indicated is the tagged size of the item, though actual sizing may vary between items and differs from our current sizing. Product Details In honor of our 40th anniversary, we're excited to bring you this very limited-edition capsule of hand-picked vintage J.Crew, celebrating one of our most iconic styles: the rollneck sweater. First introduced in our 1988 catalog, this sweater gets its name from the roll at the neckline. Finished with raglan sleeves and tubular trim at the cuffs and hem, it's as timeless as a sweater gets. 100% cotton. This one-of-kind item is preowned, washed and in its original form. Please note: Our vintage styles may have minor imperfections (aka personality) due to age or wear. Machine wash. Import. Online only. Item BU466.",31
,23
"Tall demi-boot pant in Italian ponte Item BP590 Color : Black All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit High rise. Fitted through the hip and thigh, with a full-length, kicked leg. Front rise: 10 5/8""; 29"" inseam; 16 3/4"" leg opening (based on a size 6). Product Details Refresh your office-outfit rotation with this fit-and-flare pant style, which is as versatile as whatever your version of ""going to the office"" is these days. Plus, it's crafted in Italian ponte, a luxe knit we sourced from Lanificio Mario Bellucci for its perfect mix of softness and structure. 75% viscose/21% polyamide/4% elastane. Zip fly. Pockets. Machine wash. Import. Item BP590.",30
"Alden® for J.Crew longwing bluchers in tan suede Item H7946 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit These shoes were shaped over a Barrie last. Product Details Founded in Massachusetts by Charles H. Alden in 1884, the Alden Shoe Company is in its fourth generation and is the oldest shoemaker in New England. These hand-crafted suede bluchers feature all of Alden's hallmark details. It's made on their famed Barrie last and has a Goodyear welt, which means you can resole them again and again for a lifetime of wear. To make sure they last, you can send them back to Alden for resoling at any time. Available exclusively at J.Crew. Suede upper. Leather sole. Made in the USA. Select stores. Item H7946.",34
"Rosebud Perfume Co. rosebud salve Item J0251 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Product Details Created over 120 years ago, this cult classic from Rosebud Perfume Co. has earned its (J.Crew) stripes. Use this versatile balm to moisturize and soothe dry lips and skin. Bonus: It doubles as a natural-looking highlighter for cheeks and lids. Made in the USA. Item J0251.",35
,24
"Unisex Koio Capri Nero canvas sneakers Item J4308 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in lightweight, durable canvas. A canvas sneaker might be as classic as it gets. Koio's is constructed with as few seams as possible for an easy, wear-anywhere silhouette. Made by hand in the Marche region of Italy. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Canvas upper. Rubber sole. Made in Italy. Item J4308. Shipping & Returns",36
"Unisex Koio Capri Perla sneakers Item J4370 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in exquisite Vitello leather and camoscio suede.Purists, minimalists, lovers of the simple and the pristine: we've got you covered. Think of the Capri Perla as a fresh start for every look. Made by hand in the Marche region of Italy. Constructed with Vitello calf leather known for its smooth feel and durability. Made with camoscio suede detailing. Lined with buttery-soft Italian calf leather. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Leather, suede upper. Leather lining. Rubber sole. Made in Italy. Item J4370. Shipping & Returns",38
"Sperry® for J.Crew driving moccasins Item E0854 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Sperry is the New England company that showed us how boat shoes should be made—and we've teamed up with it to bring you this exclusive driving moccasin. Unlike the original version, ours is made with a broken-in leather we selected and a chambray footbed—two details we think make a great style even better. Available exclusively at J.Crew. Leather upper and lining. Rubber sole. Import. Online only. Item E0854.",32
"Unisex Koio Capri Bianco canvas sneakers Item J4369 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in lightweight, durable canvas. A canvas sneaker might be as classic as it gets. Koio's is constructed with as few seams as possible for an easy, wear-anywhere silhouette. Made by hand in the Marche region of Italy. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Canvas upper. Rubber sole. Made in Italy. Item J4369. Shipping & Returns",37
"Unisex Koio Capri Fiore sneakers Item J4393 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in exquisite Vitello leather and camoscio suede. Koio's new pastel palette was inspired by a trip to southern Italy, where they became enamored with the washed-out colors of the coastal houses. This dusty pink looks amazing with shades of gray. Made by hand in the Marche region of Italy. Constructed with Vitello calf leather known for its smooth feel and durability. Lined with buttery-soft calf Italian leather. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Leather, suede upper. Leather lining. Rubber sole. Made in Italy. Item J4393. Shipping & Returns",40
"Collection Thomas Mason® tuxedo shirt in cotton voile Item E9214 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Size & Fit Body length: 27 3/4"". Product Details Instant polish: a classic tuxedo shirt in a lightweight cotton voile from Thomas Mason (one of Europe's oldest and most legendary mills that's been weaving some of the best shirting since 1796). Cotton. Long roll-up sleeves. Machine wash. Import. Select stores. Item E9214.",33
"Unisex Koio Capri Nero sneakers Item J4394 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in exquisite Vitello leather. Since Koio's constantly on the move from one situation or city to the next we know that there's nothing more important than an everyday uniform. With its minimalist silhouette and classic color combination, the Capri Nero is a no-brainer addition. Made by hand in the Marche region of Italy. Constructed with Vitello calf leather known for its smooth feel and durability. Lined with buttery-soft calf leather, sourced straight from Italy. Outfitted with durable, lightweight rubber outsoles by our friends at Margom. Finished with hand-painted edges. Leather upper. Leather lining. Rubber sole. Made in Italy. Item J4394. Shipping & Returns",41
"Unisex Koio Capri Bianco sneakers Item J4395 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in exquisite Vitello leather and camoscio suede. When it comes to white sneakers, they have a very particular philosophy: Minimal is more. Koio's pristine, pared-down pair will wander with you anywhere from Brooklyn to Berlin. Made by hand in the Marche region of Italy. Constructed with Vitello calf leather known for its smooth feel and durability. Lined with buttery-soft Italian calf leather. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Leather, suede upper. Leather lining. Rubber sole. Made in Italy. Item J4395. Shipping & Returns",42
,22
"Unisex Koio Primo Nero sneakers Item J4457 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio signature debut high-top in flawless pebble-grain calf leather and sleek, semi-gloss coated leather. Koio recommends wearing this all-purpose all-black high-top whenever you want, wherever you want, however you want. It's really that simple. Made by hand in the Marche region of Italy. Constructed with pebble-grain calf-leather and coated semi-gloss leather sourced straight from Italy. Lined with buttery-soft calf leather. Outfitted with durable, lightweight rubber outsoles by our friends at Margom. Finished with hand-painted edges. Leather upper and lining. Rubber sole. Made in Italy. Item J4457. Shipping & Returns",45
"Unisex Koio Primo Onyx sneakers Item J4440 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio signature high-top in vegetable-tanned Vachetta leather. Hand-brushed for a flawless finish. They call this the sneaker that never sleeps. It'll stay out all night in Brooklyn, then get compliments from your local barista in the morning. Made by hand in the Marche region of Italy. Constructed with vegetable-tanned Vachetta leather. Lined with buttery-soft calf leather. Outfitted with durable, lightweight rubber outsoles by our friends at Margom. Finished with hand-painted edges. Leather upper and lining. Rubber sole. Made in Italy. Item J4440. Shipping & Returns",44
"Unisex Koio Capri Onyx sneakers Item J4392 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in exquisite Vitello leather. Here by popular demand: the Capri Onyx, our original low-top sneaker in black and white. Take it out for a late night in Brooklyn or on a red-eye to Tokyo, it'll be fresh as ever for your morning coffee run. Made by hand in the Marche region of Italy. Constructed with Vitello calf leather known for its smooth feel and durability. Lined with buttery-soft Italian calf leather. Outfitted with outsoles by Margom renowned for their durable, lightweight rubber. Finished with hand-painted edges. Leather upper. Leather lining. Rubber sole. Made in Italy. Item J4392. Shipping & Returns",39
"Unisex Koio Capri Castagna sneakers Item J4481 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Wear a half size or have a narrow foot? Please size down. Product Details Product description provided by our selling partners. Koio original low-top sneaker in vegetable-tanned Vachetta leather. Hand-brushed for a flawless finish. The Capri Castagna is inspired by the beautiful leather duffels we saw being toted on the streets of Milan; the hand-brushed mahogany leather exudes that perfect combination of Old World luxury and go-anywhere ease. Made by hand in the Marche region of Italy. Constructed with vegetable-tanned Vachetta leather. Lined with buttery-soft, smooth calf leather sourced straight from Italy. Outfitted with durable rubber outsoles by Koio's friends at Margom. Finished with hand-painted edges. Hand-brushed with specialty waxes and oils. Leather upper and lining. Rubber sole. Made in Italy. Item J4481. Shipping & Returns",46
"Summersalt® sun streak bikini top in white Item K1780 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Please go one size up if you're a D-cup or larger. Product Details Product description provided by our selling partners. This scoopneck top is crafted from Italian-made fabric and offers UPF 50+ sun protection. The contrasting color play on the shoulder straps makes it easy to match/mismatch. Summersalt creates luxurious, designer-quality swimwear made to fit all women's bodies.  Shop more Summersalt styles. Polyamide/Lycra® Xtra Life™. Recycled materials. Hand wash. Import. Item K1780. Shipping & Returns",48
"LeSpecs® Teen Spirit Deux sunglasses Item K1517 All sizes are US sizes. Quantity : 1 2 3 4 5 6 7 8 9 Prices include duties and taxes.     Product Details Since 1979, Australian brand LeSpecs has built a global cult following on stylish shades like these UV-protected sunglasses. Plastic. Made in Sydney, Austraila. Select stores. Item K1517.",47
"Summersalt® high leg high-rise bikini bottom in white Item K1815 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Moderate/full coverage. Product Details Product description provided by our selling partners. The high waist and high-cut leg of this two-toned bottom makes anyone's legs look extra long. This piece is crafted from Italian-made fabric and offers UPF 50+ sun protection. Summersalt creates luxurious, designer-quality swimwear made to fit all women's bodies.  Shop more Summersalt styles. Polyamide/Lycra® Xtra Life™. Recycled materials. Hand wash. Import. Item K1815. Shipping & Returns",50
"Summersalt® high kick in pink Item K1817 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Please go one size up if you're a D-cup or larger. Product Details Product description provided by our selling partners. This long-torso-friendly one-piece features a simple scoopneck and customizable cross straps so it's adjustable for everyone. The fits-all classic is crafted from Italian-made fabric that offers UPF 50+ sun protection. Summersalt creates luxurious, designer-quality swimwear made to fit all women's bodies. Shop more Summersalt styles. Polyamide/Lycra® Xtra Life™. Recycled materials. Hand wash. Import. Item K1817. Shipping & Returns",51
"Summersalt® classic turn down bikini bottom in black Item K1812 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Moderate/full coverage. Product Details Product description provided by our selling partners. This stretchy, convertible bottom is crafted from Italian-made fabric and offers UPF 50+ sun protection. The contrast band can be folded down (or kept up) so you can switch up your swim style. Summersalt creates luxurious, designer-quality swimwear made to fit all women's bodies.  Shop more Summersalt styles. Polyamide/Lycra® Xtra Life™. Recycled materials. Lined. Hand wash.Import. Item K1812. Shipping & Returns",49
"Summersalt® sun streak one-piece in blue Item K1820 Quantity : 1 2 3 4 5 6 7 8 9 Ship to home Pick up in store Get free shipping always with J.Crew Passport   Sign up     Size & Fit Moderate coverage. Please go one size up if you're a D-cup or larger. Product Details Product description provided by our selling partners. This one-piece is easy to slip on thanks to the deep, back V-neck and hardware-less design. This piece is crafted from Italian-made fabric, offers superior compression and UPF 50+ sun protection. Summersalt creates luxurious, designer-quality swimwear made to fit all women's bodies. Shop more Summersalt styles. Polyamide/Lycra® Xtra Life™. Recycled materials. Hand wash. Import. Item K1820. Shipping & Returns",54
